Applicant_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Debt_to_Income_Ratio,Employment_Years,Default
APP_0558,60,207321,777,46527,0.2258,13,0
APP_0559,56,258882,317,25142,0.3607,39,1
APP_0560,59,226474,624,61118,0.0708,4,0
APP_0561,45,95542,618,13187,0.4638,26,1
APP_0562,23,86989,497,25365,0.5045,27,1
APP_0563,43,85646,667,55485,0.5503,19,0
APP_0564,29,241160,525,100588,0.3961,1,1
APP_0565,61,157208,542,98770,0.4546,1,1
APP_0566,32,133434,537,36284,0.3154,11,1
APP_0567,32,252636,741,55631,0.0776,4,0
APP_0568,32,167994,648,23423,0.117,3,1
APP_0569,50,238988,508,95629,0.4888,6,1
APP_0570,47,256438,810,34562,0.717,7,1
APP_0571,63,46431,741,100943,0.0606,34,1
APP_0572,40,111876,813,106048,0.4236,26,0
APP_0573,34,198320,702,87690,0.5532,1,0
APP_0574,24,216652,515,44624,0.6039,25,1
APP_0575,22,62448,725,119349,0.4153,5,0
APP_0576,38,101868,481,87325,0.4653,17,1
APP_0577,62,155176,449,82500,0.5168,1,1
APP_0578,45,213417,548,107769,0.6255,3,1
APP_0579,61,54208,834,110776,0.1319,5,0
APP_0580,26,167370,612,14329,0.6705,17,1
APP_0581,26,96774,511,110785,0.0674,18,1
APP_0582,58,78194,554,96802,0.6103,14,1
APP_0583,26,147572,460,29782,0.1014,25,0
APP_0584,24,124054,662,41919,0.1804,29,1
APP_0585,39,175485,493,95319,0.0526,29,1
APP_0586,62,101691,605,30994,0.3483,23,1
APP_0587,52,219000,503,59289,0.274,22,1
APP_0588,26,46121,476,87668,0.1612,20,0
APP_0589,58,227956,834,83058,0.3522,9,1
APP_0590,59,34921,490,114175,0.3196,19,1
APP_0591,57,198727,338,18384,0.5643,0,1
APP_0592,61,108383,508,40402,0.6484,39,1
APP_0593,32,116933,593,123185,0.4872,15,1
APP_0594,65,32415,352,73260,0.1334,31,0
APP_0595,36,190887,468,34844,0.2479,39,1
APP_0596,57,66393,391,39780,0.6619,20,1
APP_0597,47,180924,575,45705,0.1095,35,1
APP_0598,56,196242,698,71514,0.3226,19,1
APP_0599,49,224095,833,39145,0.6815,5,1
APP_0600,50,192277,514,79623,0.6869,1,1
APP_0601,49,97948,775,58432,0.3255,5,0
APP_0602,56,199350,418,78240,0.4972,38,1
APP_0603,54,219620,730,23614,0.356,19,0
APP_0604,27,101579,610,79825,0.5548,13,1
APP_0605,58,56809,717,115968,0.0712,18,0
APP_0606,45,234484,716,21209,0.1466,10,0
APP_0607,36,62322,593,44293,0.4615,35,0
APP_0608,44,165768,441,88224,0.2058,40,0
APP_0609,64,82817,589,79088,0.4963,3,1
APP_0610,59,57238,755,85970,0.2853,29,1
APP_0611,58,208128,834,72147,0.6441,13,1
APP_0612,42,61342,811,86910,0.5989,1,1
APP_0613,56,183492,399,78126,0.3802,37,0
APP_0614,38,188798,629,13888,0.5678,2,1
APP_0615,52,41972,357,95154,0.2317,8,1
APP_0616,50,68122,668,58620,0.3812,1,1
APP_0617,32,212292,846,11174,0.1823,19,0
APP_0618,33,145691,328,54084,0.6268,24,1
APP_0619,24,56153,661,57221,0.6015,13,1
APP_0620,28,258091,820,15405,0.6544,2,1
APP_0621,41,89477,766,124530,0.6379,4,1
APP_0622,43,28929,516,31684,0.6929,38,1
APP_0623,29,242406,357,44678,0.203,33,1
APP_0624,40,31846,809,57915,0.6743,38,0
APP_0625,48,156379,807,104900,0.4327,21,0
APP_0626,32,258395,619,94148,0.3331,22,1
APP_0627,36,162051,839,97515,0.4255,32,0
APP_0628,38,163636,302,33447,0.2795,25,1
APP_0629,44,118056,639,106452,0.2433,17,0
APP_0630,38,57443,321,104569,0.2117,11,1
APP_0631,54,160864,815,60663,0.1052,19,0
APP_0632,36,236174,674,70495,0.3827,2,1
APP_0633,41,49135,803,9456,0.6448,7,1
APP_0634,38,232248,610,96250,0.4722,30,1
APP_0635,30,124290,345,120310,0.3991,35,1
APP_0636,52,152398,314,61706,0.3372,4,1
APP_0637,32,66373,484,69860,0.3611,3,1
APP_0638,35,172255,709,64903,0.1902,3,1
APP_0639,56,70305,383,14917,0.6014,32,0
APP_0640,63,91379,769,79366,0.1829,12,0
APP_0641,51,195414,431,91573,0.5301,13,1
APP_0642,62,39720,573,116356,0.5592,0,1
APP_0643,59,131746,411,116574,0.4352,39,1
APP_0644,43,165939,556,64017,0.6282,17,1
APP_0645,55,58630,549,120078,0.245,32,1
APP_0646,36,96383,303,68438,0.6407,29,1
APP_0647,42,107692,612,82045,0.5387,5,1
APP_0648,45,181960,733,77239,0.5852,32,1
APP_0649,64,254596,815,124841,0.4953,22,0
APP_0650,59,222008,482,93501,0.617,24,1
APP_0651,43,72025,785,19400,0.7154,8,0
APP_0652,50,32213,784,13622,0.3315,34,1
APP_0653,30,40043,844,54185,0.5953,38,1
APP_0654,57,166205,505,66882,0.5489,16,1
APP_0655,46,64252,768,85234,0.3534,3,1
APP_0656,45,81657,611,62790,0.6711,34,1
APP_0657,55,224594,332,66756,0.3143,36,1
APP_0658,49,230742,448,115602,0.4289,20,1
APP_0659,25,222655,670,45185,0.121,23,0
APP_0660,34,86850,388,64220,0.2013,9,1
APP_0661,29,171766,539,71886,0.6133,2,1
APP_0662,54,169698,726,61198,0.3157,38,0
APP_0663,23,70977,382,121174,0.314,19,1
APP_0664,30,156421,573,120463,0.2148,11,0
APP_0665,48,149859,418,66574,0.3794,28,1
APP_0666,52,119910,595,59069,0.5899,1,1
APP_0667,44,202385,432,75676,0.6498,3,1
APP_0668,59,185208,831,26706,0.097,9,0
APP_0669,62,151575,342,56117,0.4351,18,1
APP_0670,27,196378,830,31029,0.3631,15,0
APP_0671,63,205041,736,22286,0.4616,7,1
APP_0672,49,159529,771,16422,0.3497,14,0
APP_0673,49,90100,769,75448,0.3171,13,0
APP_0674,26,203953,403,5068,0.3662,21,0
APP_0675,49,194486,813,82540,0.4399,23,0
APP_0676,53,256152,627,56833,0.3857,36,1
APP_0677,47,62750,830,48977,0.3663,33,0
APP_0678,25,125271,783,97309,0.5979,11,0
APP_0679,45,242420,619,69649,0.5496,37,1
APP_0680,63,147383,506,93015,0.2787,21,1
APP_0681,53,246688,364,90136,0.5864,7,1
APP_0682,28,30893,355,8857,0.6219,13,1
APP_0683,64,36159,514,30859,0.1528,30,1
APP_0684,64,212678,746,73397,0.4404,33,1
APP_0685,29,111156,578,122065,0.2412,15,1
APP_0686,57,148693,565,23513,0.5452,6,1
APP_0687,39,127298,434,17666,0.21,7,1
APP_0688,48,122647,610,117929,0.4998,4,1
APP_0689,41,245958,651,121016,0.2209,28,0
APP_0690,56,49824,841,25083,0.3925,20,1
APP_0691,65,207154,701,53204,0.6856,18,0
APP_0692,56,234400,634,80196,0.3055,27,0
APP_0693,62,180519,801,28427,0.6367,33,1
APP_0694,63,119641,534,44148,0.7113,32,1
APP_0695,25,65123,815,52434,0.6362,5,1
APP_0696,33,186358,503,81987,0.1611,24,1
APP_0697,53,136761,370,41967,0.5992,36,1
APP_0698,47,62654,530,54471,0.0715,31,1
APP_0699,24,111438,370,39749,0.3135,13,1
APP_0700,26,251079,365,96157,0.6334,16,1
APP_0701,44,89569,785,23364,0.5115,36,1
APP_0702,49,69398,737,32681,0.4069,1,1
APP_0703,29,186218,421,34998,0.3099,21,1
APP_0704,29,74293,761,113695,0.5942,4,1
APP_0705,27,241418,337,118337,0.5254,36,1
APP_0706,46,227284,456,65025,0.3638,1,1
APP_0707,22,256179,689,23768,0.648,0,1
APP_0708,47,239719,467,95731,0.2041,13,1
APP_0709,42,84553,702,64050,0.1642,8,0
APP_0710,42,77218,781,106967,0.4807,20,0
APP_0711,51,107492,336,48199,0.7012,12,1
APP_0712,44,136993,313,124859,0.2157,14,1
APP_0713,54,232159,817,101840,0.2173,23,0
APP_0714,55,198170,586,31873,0.1435,22,0
APP_0715,62,177508,579,92065,0.6266,38,1
APP_0716,57,231780,555,39427,0.2017,19,1
APP_0717,44,177845,538,46975,0.3871,23,1
APP_0718,43,115940,680,35051,0.7139,27,1
APP_0719,32,123816,619,86866,0.0581,7,1
APP_0720,48,147948,390,36544,0.4228,27,1
APP_0721,28,48595,645,81655,0.3932,35,1
APP_0722,62,200078,668,74893,0.591,13,1
APP_0723,59,179444,362,95095,0.288,7,1
APP_0724,27,197623,507,124222,0.3249,14,1
APP_0725,56,151874,735,6058,0.1625,11,0
APP_0726,27,209646,640,123833,0.5463,23,1
APP_0727,53,248342,375,18122,0.5758,35,1
APP_0728,25,160224,322,68212,0.1416,24,0
APP_0729,43,131097,620,45906,0.3136,5,1
APP_0730,50,52270,554,81683,0.6482,12,1
APP_0731,54,208653,829,91608,0.0518,28,0
APP_0732,40,237721,587,108196,0.2502,13,0
APP_0733,62,190281,813,53237,0.4219,24,0
APP_0734,56,228812,418,116952,0.2738,28,1
APP_0735,31,227798,546,43692,0.2323,13,1
APP_0736,51,213158,376,29463,0.3582,26,1
APP_0737,54,144668,616,50495,0.1716,16,1
APP_0738,36,51168,403,68425,0.4048,5,1
APP_0739,54,28753,571,85179,0.5235,15,1
APP_0740,61,75420,489,104940,0.4354,18,1
APP_0741,57,127997,402,31982,0.1124,0,1
APP_0742,55,200515,353,41384,0.6158,36,1
APP_0743,49,133747,582,117641,0.1672,21,1
APP_0744,33,33368,821,57777,0.5624,1,1
APP_0745,56,76800,409,33988,0.2916,35,1
APP_0746,38,255180,523,123274,0.5745,35,0
APP_0747,45,257221,423,58876,0.1882,0,0
APP_0748,35,115497,745,123205,0.1751,6,0
APP_0749,35,214756,528,115317,0.383,14,0
APP_0750,28,194880,836,113732,0.0721,20,0
APP_0751,64,244054,435,74820,0.2009,29,0
APP_0752,28,233916,344,100813,0.5351,17,1
APP_0753,25,173868,620,120266,0.611,25,1
APP_0754,63,119554,659,37295,0.1041,0,0
APP_0755,46,173384,845,9529,0.641,27,1
APP_0756,41,102038,780,43502,0.5843,37,0
APP_0757,54,108757,787,81427,0.6327,21,1
APP_0758,38,169227,649,70673,0.5179,18,0
APP_0759,27,160564,498,14670,0.5017,12,0
APP_0760,54,162789,536,72293,0.4018,39,1
APP_0761,29,117244,373,25927,0.4874,1,0
APP_0762,46,122920,537,65660,0.6658,11,1
APP_0763,63,30364,500,74084,0.1173,5,1
APP_0764,63,167611,319,81400,0.2616,35,1
APP_0765,37,161582,412,54506,0.0985,19,0
APP_0766,56,245008,594,53998,0.683,37,1
APP_0767,48,144992,503,86428,0.3483,27,1
APP_0768,43,136492,847,94900,0.5025,22,0
APP_0769,28,43702,563,101928,0.6136,21,1
APP_0770,38,73644,828,45025,0.714,8,1
APP_0771,50,106424,664,55889,0.1584,23,0
APP_0772,65,115511,322,44681,0.5857,28,1
APP_0773,22,112143,412,68305,0.6446,39,1
APP_0774,53,119432,688,20267,0.0827,22,0
APP_0775,59,206388,600,56610,0.5552,38,0
APP_0776,63,58417,466,27645,0.2877,38,1
APP_0777,40,105084,587,68888,0.4846,21,1
APP_0778,27,65786,797,107062,0.3944,18,1
APP_0779,33,99408,514,123247,0.224,5,1
APP_0780,59,186818,324,58553,0.1406,11,1
APP_0781,60,38849,471,11759,0.1284,36,0
APP_0782,50,106758,815,32344,0.1192,5,0
APP_0783,27,33495,719,17578,0.4773,16,1
APP_0784,27,249536,761,96120,0.2854,28,0
APP_0785,43,196724,802,123160,0.1951,9,0
APP_0786,47,84514,364,71477,0.5136,39,1
APP_0787,23,73981,455,26221,0.5102,26,1
APP_0788,52,50950,332,7538,0.4112,1,1
APP_0789,45,137708,302,122130,0.6764,10,1
APP_0790,22,202813,759,42963,0.3082,30,1
APP_0791,26,163536,816,18441,0.61,35,1
APP_0792,41,232400,385,26240,0.1003,38,1
APP_0793,53,107765,697,35630,0.5457,34,1
APP_0794,58,92522,594,83704,0.7123,3,1
APP_0795,40,138907,338,112013,0.6172,29,1
APP_0796,34,74884,804,38003,0.4384,4,0
APP_0797,64,254349,780,87468,0.4699,3,1
APP_0798,42,71097,612,12793,0.2867,28,1
APP_0799,35,139097,690,6212,0.5053,19,1
APP_0800,41,149106,518,11592,0.5662,26,1
APP_0801,22,41234,736,115775,0.7188,34,1
APP_0802,35,136672,545,74807,0.38,2,1
APP_0803,44,133490,845,101620,0.0911,21,1
APP_0804,62,88190,334,7606,0.4492,34,1
APP_0805,54,57688,394,7667,0.1297,18,1
APP_0806,56,38480,833,106855,0.214,21,0
APP_0807,45,29990,459,17313,0.2703,20,1
APP_0808,26,139705,471,23647,0.5398,37,1
APP_0809,39,48843,735,67273,0.1732,2,0
APP_0810,65,250565,404,77787,0.1611,35,1
APP_0811,23,84781,582,32466,0.0801,33,1
APP_0812,60,179384,457,58362,0.6351,33,1
APP_0813,52,184249,409,85984,0.5146,16,1
APP_0814,34,142957,831,58142,0.0768,21,0
APP_0815,56,232998,410,50918,0.069,15,0
APP_0816,58,53680,351,13615,0.4243,10,1
APP_0817,23,82295,671,59225,0.2393,35,0
APP_0818,26,86565,777,101330,0.4498,20,1
APP_0819,51,59416,370,80211,0.3412,29,1
APP_0820,65,96387,690,112166,0.6686,4,1
APP_0821,23,100543,597,20140,0.2428,32,0
APP_0822,51,205434,757,6322,0.505,27,1
APP_0823,28,97977,369,70779,0.0862,40,1
APP_0824,50,231396,837,26432,0.6904,5,1
APP_0825,49,207260,641,76278,0.7071,22,1
APP_0826,25,237180,764,113468,0.5452,20,0
APP_0827,51,52412,499,45456,0.3617,22,1
APP_0828,61,256419,819,70939,0.1974,2,1
APP_0829,59,170439,645,86803,0.5944,19,0
APP_0830,23,255909,369,23004,0.5434,12,1
APP_0831,32,110323,808,112685,0.1987,25,0
APP_0832,32,249095,738,29334,0.3523,9,1
APP_0833,41,164556,465,101992,0.3601,17,0
APP_0834,28,44662,600,84198,0.6037,25,0
APP_0835,59,123148,513,21915,0.5082,2,1
APP_0836,56,59968,599,91978,0.4809,32,1
APP_0837,57,246376,831,28576,0.4854,29,1
APP_0838,30,98636,795,76931,0.2312,2,0
APP_0839,22,79587,418,120161,0.299,2,1
APP_0840,62,156272,835,119377,0.0806,34,1
APP_0841,34,126637,541,109548,0.5773,11,1
APP_0842,50,50498,688,64287,0.3401,35,0
APP_0843,62,217426,721,72144,0.3436,20,0
APP_0844,23,224224,566,41032,0.2144,14,0
APP_0845,22,200367,551,115514,0.1903,11,1
APP_0846,22,171087,551,62267,0.4438,27,1
APP_0847,28,121393,775,97595,0.2058,4,0
APP_0848,24,153828,512,48159,0.093,16,1
APP_0849,58,148871,454,93850,0.5642,14,1
APP_0850,48,66352,499,31929,0.3022,6,0
APP_0851,65,46980,407,93055,0.3048,14,1
APP_0852,57,86755,515,10515,0.339,21,1
APP_0853,64,133405,362,17578,0.5961,27,1
APP_0854,32,65192,349,47265,0.265,3,1
APP_0855,34,52746,698,62844,0.5579,35,1
APP_0856,59,225648,342,90369,0.6795,36,1
APP_0857,32,114999,613,48086,0.4928,28,1
APP_0858,24,163540,729,7212,0.3392,37,0
APP_0859,51,149574,699,44047,0.551,17,1
APP_0860,57,198550,545,57701,0.3568,33,1
APP_0861,64,199636,406,70246,0.3277,29,1
APP_0862,62,96679,812,82281,0.4019,23,1
APP_0863,27,224714,760,34719,0.2629,7,1
APP_0864,55,114130,637,78248,0.1198,22,0
APP_0865,59,221767,347,80790,0.328,36,1
APP_0866,52,121926,319,98197,0.133,40,1
APP_0867,58,53750,473,67645,0.325,18,1
APP_0868,58,204323,386,102262,0.4231,10,1
APP_0869,41,34997,774,31592,0.6736,30,1
APP_0870,23,207185,413,90404,0.0743,3,1
APP_0871,42,38013,455,10501,0.4664,6,0
APP_0872,30,75980,837,17335,0.3567,23,0
APP_0873,27,167980,750,108766,0.0636,40,0
APP_0874,27,246437,420,62002,0.2172,13,1
APP_0875,52,122766,511,79501,0.1294,18,1
APP_0876,44,55992,584,77408,0.1953,13,1
APP_0877,45,82034,666,88383,0.234,18,0
APP_0878,54,235900,815,34467,0.3189,0,1
APP_0879,46,196602,779,26391,0.4045,24,0
APP_0880,49,51291,838,10106,0.0507,24,0
APP_0881,25,117296,322,108772,0.1585,12,1
APP_0882,59,89373,430,31830,0.1127,10,1
APP_0883,41,69257,610,74020,0.4183,31,1
APP_0884,28,224383,327,59587,0.2705,7,1
APP_0885,57,171309,495,24482,0.4174,1,1
APP_0886,54,69642,384,54671,0.1986,1,1
APP_0887,24,178961,814,14984,0.0662,36,0
APP_0888,30,123947,334,26200,0.6807,14,1
APP_0889,22,42262,381,21763,0.1226,4,1
APP_0890,33,132367,407,103929,0.135,36,1
APP_0891,26,70973,381,73090,0.1482,6,1
APP_0892,53,84900,613,116082,0.7075,13,1
APP_0893,44,231927,500,57318,0.4638,0,1
APP_0894,65,192776,802,29161,0.4589,27,1
APP_0895,54,59109,443,78030,0.7111,28,1
APP_0896,48,225509,596,116548,0.1093,31,0
APP_0897,44,161239,663,68911,0.7029,10,1
APP_0898,24,230901,644,7143,0.1867,13,1
APP_0899,25,201321,738,41434,0.4675,38,1
APP_0900,49,106722,411,115995,0.3315,33,1
APP_0901,22,152089,579,67201,0.3072,1,0
APP_0902,23,151157,741,119231,0.6739,28,1
APP_0903,31,195026,775,66112,0.15,33,0
APP_0904,60,85630,640,6446,0.718,22,1
APP_0905,42,105276,659,109766,0.304,26,0
APP_0906,53,84792,776,96562,0.4847,0,0
APP_0907,40,96705,644,90829,0.6985,1,0
APP_0908,29,65410,822,121424,0.0886,1,0
APP_0909,38,36478,370,28543,0.6683,6,1
APP_0910,26,246084,491,113708,0.4304,40,1
APP_0911,55,45241,361,32914,0.5219,26,1
APP_0912,30,234013,349,121485,0.15,32,1
APP_0913,38,28714,560,27971,0.4074,12,1
APP_0914,65,208347,424,71038,0.5013,38,1
APP_0915,48,104189,524,99721,0.3557,8,1
APP_0916,42,148097,541,14378,0.1538,36,1
APP_0917,45,93475,642,13004,0.2136,1,0
APP_0918,56,141821,821,106974,0.6224,0,1
APP_0919,33,132762,768,12251,0.0731,3,1
APP_0920,50,150900,508,78659,0.5249,32,1
APP_0921,60,119241,479,117586,0.7196,10,1
APP_0922,47,152483,724,78768,0.055,18,0
APP_0923,41,219506,368,62720,0.1579,19,0
APP_0924,28,128818,597,55070,0.5017,32,1
APP_0925,32,111839,533,81579,0.0902,14,0
APP_0926,63,58567,400,73621,0.4452,0,1
APP_0927,45,111454,639,65212,0.5083,15,1
APP_0928,35,57154,476,23429,0.4441,11,1
APP_0929,40,70340,402,84520,0.2947,29,1
APP_0930,47,248921,659,93772,0.5172,30,0
APP_0931,45,48744,395,90062,0.4482,3,1
APP_0932,52,139831,670,14002,0.1891,32,1
APP_0933,33,221557,389,89345,0.4273,2,0
APP_0934,50,249143,539,92573,0.6409,25,1
APP_0935,41,62037,745,27009,0.4968,15,1
APP_0936,63,65949,425,106877,0.3661,12,1
APP_0937,28,114442,722,67861,0.2655,19,1
APP_0938,28,156624,697,61696,0.1075,12,1
APP_0939,42,250675,797,91728,0.2139,32,0
APP_0940,44,76190,393,66179,0.0575,39,1
APP_0941,52,66139,694,70369,0.711,33,1
APP_0942,39,86738,816,42465,0.1991,18,0
APP_0943,62,230842,720,116345,0.596,20,1
APP_0944,42,34972,403,121335,0.163,18,1
APP_0945,27,116190,753,20651,0.24,32,0
APP_0946,27,55597,359,92974,0.3302,22,1
APP_0947,64,64440,624,7800,0.2674,19,0
APP_0948,27,240708,574,49278,0.5849,16,1
APP_0949,63,28385,592,121399,0.6917,15,1
APP_0950,34,102595,586,25976,0.6364,22,1
APP_0951,26,240378,317,50239,0.1529,28,0
APP_0952,35,169085,580,31349,0.5704,17,1
APP_0953,49,44647,816,92386,0.1491,33,0
APP_0954,40,135883,540,60670,0.662,33,1
APP_0955,56,253259,452,76174,0.397,17,1
APP_0956,48,120904,848,118108,0.2754,37,1
APP_0957,39,150642,354,67526,0.1552,7,1
APP_0958,49,151397,567,93097,0.0579,38,0
APP_0959,64,181223,582,16748,0.2161,12,1
APP_0960,40,71439,563,30829,0.6624,23,1
APP_0961,28,222806,807,118623,0.5842,11,1
APP_0962,39,257356,532,108147,0.6998,18,1
APP_0963,58,61072,836,83801,0.1175,13,0
APP_0964,31,217847,336,50384,0.4468,28,1
APP_0965,63,217523,704,28976,0.2223,3,0
APP_0966,47,200054,626,107206,0.4138,34,1
APP_0967,48,114043,432,99236,0.2647,37,1
APP_0968,35,136752,425,34003,0.2399,23,1
APP_0969,62,222697,696,75779,0.4345,22,1
APP_0970,23,63467,651,79239,0.1728,28,0
APP_0971,35,220268,636,62295,0.3643,8,1
APP_0972,40,241594,328,116200,0.486,30,1
APP_0973,43,186193,629,19892,0.1359,8,0
APP_0974,42,107201,840,35947,0.6735,27,1
APP_0975,28,157723,309,16403,0.3888,12,0
APP_0976,31,39624,558,88151,0.5991,30,1
APP_0977,26,244178,572,82281,0.4881,32,1
APP_0978,47,107437,794,123477,0.5257,8,1
APP_0979,37,41246,455,70077,0.5298,25,1
APP_0980,46,212314,562,23071,0.6363,20,1
APP_0981,47,180553,695,59105,0.4611,12,1
APP_0982,52,172468,333,15608,0.2364,24,1
APP_0983,46,40550,741,85509,0.1167,40,0
APP_0984,50,202194,753,85903,0.4562,0,1
APP_0985,47,175857,696,107918,0.0945,39,1
APP_0986,50,212123,657,45768,0.2117,35,1
APP_0987,49,219940,711,42214,0.0907,21,0
APP_0988,35,77173,730,13549,0.4178,25,1
APP_0989,32,76868,797,54818,0.1574,15,1
APP_0990,56,242317,535,62036,0.459,5,1
APP_0991,37,151198,551,95537,0.5799,23,1
APP_0992,46,129613,651,95452,0.6007,33,1
APP_0993,30,94630,406,21830,0.2574,9,1
APP_0994,40,176251,771,39214,0.4178,29,0
APP_0995,45,202918,724,66376,0.4272,30,1
APP_0996,49,28535,647,45205,0.3668,31,1
APP_0997,45,156212,466,8065,0.4889,13,1
APP_0998,37,258461,491,106483,0.1908,16,1
APP_0999,64,93108,539,92752,0.7061,17,1
APP_1000,44,93167,665,67408,0.1157,35,1
